Country Name,Country Code,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Trinidad and Tobago,TTO,78760.0950673976,74352.5828077298,71187.3599488064,70658.9429472873,71117.9557204575,67315.0318430325,67825.7353315513,67554.341800962,68300.9798286512,69900.5479227994
Tunisia,TUN,42196.348334399,42287.3723250399,42952.9926939747,42756.1367798285,42985.3932643552,41254.5374446684,42727.5342150919,42941.6078320114,42981.4656903952,43858.7436568248
Turkey,TUR,73490.2555737485,74102.0980632588,77179.529099271,77705.527937945,79939.2162055263,85757.6875298405,89444.5628775016,88599.497571676,90796.2332748558,91374.8740555877
Tanzania,TZA,6629.20406857146,6818.50706248797,7016.64854037809,7154.78238250684,7335.28832498707,7558.80523531327,7328.79547960156,7387.9308642456,7510.74666491043,7677.6807452185
Uganda,UGA,6645.66481103676,6910.1779850484,7093.27954553307,6806.31848798134,6622.21935576457,6463.76710697646,6354.79552479968,6213.31184165624,6336.57666351767,6505.07731168524
Ukraine,UKR,33665.0529979992,34764.1061245004,35835.7324026933,36994.8441693595,38113.50342085,38229.3434679099,40308.3359337474,,,
Uruguay,URY,61097.7114741297,62338.4801835047,63607.3365948229,64121.0224970058,64744.936215255,63144.7037528283,64023.1168725835,65393.9648258428,65200.5046950858,67011.4900890762
United States of America,USA,135038.955151717,135265.257755882,136420.185574135,138621.235994569,140255.892055835,145799.895375942,149654.666813837,148651.6235516,150436.445058087,153724.510471246
Uzbekistan,UZB,19450.9867916342,20360.6479725984,21125.6974471176,21953.0219696691,23088.171472426,23623.1694411093,24928.0732190511,25817.5266603026,27043.8431358432,28469.4621123779
St. Vin. and Gren.,VCT,36196.431360032,37591.9998805608,38165.0217494775,39405.3997882464,39919.6063492156,39983.1774108357,40637.9838860387,40802.4608009891,42533.2829287488,44063.0854708656
U.S. Virgin Is.,VIR,103414.852571036,105231.121584379,102082.54937796,111244.920355092,119991.808405705,120763.041347265,122287.307419573,117998.227830043,,
Vietnam,VNM,16009.8086878279,17000.2147796543,17973.3795572139,18936.4394759814,20457.7304210902,21529.5499916683,22095.6315406905,23264.7760930193,24333.2482522191,25849.7137223478
Vanuatu,VUT,9418.14398081424,9656.44062514289,9984.61778789652,10166.719419694,10392.0016912948,9597.07358763904,9316.67881783441,9463.60408451215,9117.69087400234,9265.66498077998
Samoa,WSM,20804.2319594447,22451.5382710637,22707.9776939604,23068.2096616828,24750.7643080166,24973.8355976185,23868.9484296817,22989.0195301338,25150.5819682917,27514.3132732043
South Africa,ZAF,47027.8615960027,47571.4798429959,47429.9788475203,47535.3076874791,47461.5376300893,46936.8222352159,50773.6461226722,49209.1559636943,46605.0410086208,46906.4336952101
Zambia,ZMB,11788.2662941808,11724.6259706821,11634.5095722354,11756.5228608273,11354.7011934137,10463.7779442582,10763.0461293548,11129.4228550126,11319.4355246741,11371.2977797982
Zimbabwe,ZWE,9564.39953564304,9527.41021340108,9844.59974675468,10187.9028436281,9409.14280825874,8730.71377358538,9261.32985713839,9706.31762378127,9891.52336639283,9827.03082590321
